prob_artifact_free,Prediction_Probability,True_Label,Predicted_Label
0.9999992749851039,7.250148962948475e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9994970244427818,0.0005029755572181671,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999944305808228,5.569419177158619e-06,0,0
0.9999966050172175,3.3949827824604307e-06,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999930941828347,6.905817165373864e-06,0,0
0.9539335362537994,0.0460664637462006,0,0
0.999767839687226,0.00023216031277400347,0,0
0.9999875892320073,1.2410767992636213e-05,0,0
0.9963127317092515,0.0036872682907484245,0,0
0.9999963554353941,3.644564605850378e-06,0,0
0.9999993906681768,6.093318232456499e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999816843847056,1.8315615294519416e-05,0,0
0.9999969717686312,3.028231368682995e-06,0,0
0.9999981532770486,1.8467229514132826e-06,0,0
0.9999823936253361,1.7606374663812596e-05,0,0
0.9999994983117618,5.016882382885513e-07,0,0
0.9997021070555634,0.0002978929444366451,0,0
0.9999997704347963,2.295652039219658e-07,0,0
0.9999850361078332,1.496389216688492e-05,0,0
0.9998398083202653,0.00016019167973469018,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9864162087060918,0.01358379129390819,0,0
0.9999997270898527,2.729101473536043e-07,0,0
0.999971642546622,2.8357453378087073e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999899633239768,1.0036676023213823e-05,0,0
0.9999994612823766,5.387176234029616e-07,0,0
0.9999936793879468,6.32061205310071e-06,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.999998656795794,1.343204206043032e-06,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9984992523153148,0.0015007476846852048,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9998824325272271,0.00011756747277289177,0,0
0.997976210786459,0.002023789213541043,0,0
0.9999987857215659,1.2142784342214365e-06,0,0
0.9999699325719394,3.006742806063103e-05,0,0
0.9998874735351847,0.0001125264648153224,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999643098099275,3.569019007251969e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999960907053682,3.909294631682674e-06,0,0
0.9998125304396687,0.00018746956033125717,0,0
0.999999357460402,6.425395981582032e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.999963522622445,3.6477377554994264e-05,0,0
0.941996115125195,0.05800388487480498,0,0
0.9999572264914973,4.277350850270477e-05,0,0
0.999947415422988,5.258457701207437e-05,0,0
0.9998007686851978,0.0001992313148020734,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999995080939754,4.919060246332725e-07,0,0
0.9999980805441793,1.919455820724496e-06,0,0
0.9999967208473227,3.2791526774031344e-06,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999960182777353,3.981722264649435e-06,0,0
0.9999975821106519,2.4178893479636497e-06,0,0
0.999999417828597,5.821714030564103e-07,0,0
0.999959741260788,4.0258739212013093e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999994706760634,5.293239366447954e-07,0,0
0.9999976928358303,2.3071641696810785e-06,0,0
0.8490805502578758,0.15091944974212398,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.99998439777948,1.56022205200867e-05,0,0
0.9998023793785684,0.00019762062143151703,0,0
0.9999987742546895,1.225745310560311e-06,0,0
0.9998953864403092,0.0001046135596907853,0,0
0.9999869932284663,1.3006771533705727e-05,0,0
0.9999347547552768,6.524524472326555e-05,0,0
0.999985153837803,1.4846162197016771e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9967252919726018,0.0032747080273982333,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999998688331132,1.311668869037896e-07,0,0
0.9992301691468085,0.0007698308531914447,0,0
0.9999642132860599,3.578671394005512e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999849861269176,1.5013873082492483e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9999994762988694,5.237011304984432e-07,0,0
0.999920742277111,7.925772288893734e-05,0,0
0.9999891204270158,1.0879572984237413e-05,0,0
0.9999998999999902,1.0000000994736041e-07,0,0
0.9953278422427237,0.0046721577572763585,0,0
0.9999640859271123,3.5914072887647465e-05,0,0
0.9999986346040599,1.3653959400937394e-06,0,0
0.9999963338427983,3.666157201762416e-06,0,0
0.9856921283891087,0.014307871610891369,0,0
0.9999937470765227,6.252923477305636e-06,0,0
0.9999981689396363,1.8310603637599355e-06,0,0
0.999996758129371,3.2418706290945872e-06,0,0
0.9999998970168876,1.029831124295095e-07,0,0
0.9999993512507196,6.487492805069434e-07,0,0
0.9999976928358303,2.3071641696810785e-06,0,0
0.9999875360071977,1.2463992802394261e-05,0,0
