True_Label,Predicted_Label,Prediction_Probability
1,1,0.9199307157704499
1,1,0.7244779845572505
1,1,0.8596508495655476
1,0,0.1699413763603136
1,1,0.9965823248379991
1,1,0.7557379641068772
1,1,0.9999953455119481
1,1,0.9999978901803609
1,1,0.893097273953391
1,0,0.27207306678036014
1,1,0.99433318186352
1,0,0.1699413763603136
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.8284678740114835
1,1,0.9769961674567326
1,1,0.9803848062545851
1,1,0.9999931835402406
1,0,0.1699413763603136
1,1,0.747764845602414
1,1,0.9823612571779146
1,0,0.1699413763603136
1,1,0.9460878729049195
1,1,0.9939848419131295
1,1,0.983153333737445
1,1,0.9381631385324122
1,1,0.9999948469679185
1,0,0.1699413763603136
1,1,0.826577301577148
1,1,0.9999941113546341
1,1,0.7127747409979566
1,1,0.8888069717235939
1,1,0.9999863463690527
1,0,0.1699413763603136
1,1,0.9907389736807845
1,1,0.9969631279220972
1,1,0.9381768961875557
1,0,0.1699413763603136
1,1,0.977808173063916
1,1,0.9942368955710638
1,1,0.9535362999595508
1,0,0.1699413763603136
1,1,0.9715729200932787
1,1,0.9970660247101898
1,1,0.7154575678230273
1,1,0.8983081171570552
1,1,0.9874165672046149
1,0,0.1699413763603136
1,1,0.9421425692293297
1,0,0.1699413763603136
1,1,0.995611416687489
1,0,0.1699413763603136
1,1,0.9623611575768297
1,1,0.9590039691018821
1,1,0.9909221576828767
1,1,0.9183374287811974
1,0,0.144231539544539
1,0,0.1699413763603136
1,1,0.9999885938412176
1,1,0.999983191228608
1,1,0.9893385928944075
1,1,0.9754333313007657
1,1,0.9862998745532569
1,1,0.9999834938193654
1,1,0.9762231581968032
1,1,0.9939247607319922
1,1,0.9964982498731249
1,1,0.7798917704388088
1,1,0.9793099078373806
1,1,0.9662728839607183
1,1,0.9074052006742553
1,1,0.9999998822858688
1,0,0.1699413763603136
1,1,0.994659740827015
1,1,0.9720055414819875
1,1,0.9952657241809899
1,1,0.9999886057826849
1,1,0.9953220154447938
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.981293304736681
1,1,0.984989342151603
1,1,0.8640635429097767
1,0,0.1699413763603136
1,1,0.9863411479896719
1,1,0.9999898465021873
1,1,0.8411804350967752
1,1,0.9847905449151335
1,0,0.1699413763603136
1,0,0.1699413763603136
1,0,0.2510442569189997
1,0,0.43641716648834494
1,1,0.9083029897967625
1,0,0.1699413763603136
1,1,0.8818441987645224
1,1,0.992187795875364
1,1,0.999984333924528
1,0,0.1699413763603136
1,1,0.9914221016686626
1,1,0.979738988183356
1,1,0.9999833133685446
1,1,0.9965358047779547
1,1,0.9999977797366846
1,0,0.1699413763603136
1,1,0.9909317352337048
1,0,0.1699413763603136
1,1,0.9891100213174162
1,0,0.4388536692790946
1,1,0.8413697366298615
1,1,0.9772185723157363
1,0,0.1699413763603136
1,1,0.9829237684512101
1,0,0.1699413763603136
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9926224458886224
1,1,0.9929211593690117
1,0,0.1699413763603136
1,1,0.9999996746876231
1,1,0.8697253441719701
1,1,0.9762894489673016
1,1,0.9863281815335815
1,1,0.9263352544012455
1,0,0.1699413763603136
1,1,0.9494004774194094
1,1,0.9321002069545405
1,1,0.7307978515036573
1,0,0.1699413763603136
1,1,0.930693643878341
1,1,0.9968481392046988
1,1,0.9760711868438166
1,1,0.9696108627980873
1,1,0.943149072528169
1,1,0.921836582907331
1,1,0.9999813864531797
1,1,0.8756201809764336
1,1,0.8790983996822639
1,0,0.1699413763603136
1,1,0.9823003461200065
1,1,0.9672687779069397
1,1,0.9353124591594703
1,1,0.4815307130795774
1,1,0.8746749577791609
1,1,0.9999922182310611
1,1,0.9678964201869944
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9367065857244251
1,1,0.999981128337586
1,0,0.1699413763603136
1,1,0.7312168426329658
1,0,0.1699413763603136
1,1,0.49244795729122853
1,1,0.9474931590118462
1,1,0.7316505035934713
1,1,0.9961097111775653
1,1,0.99999860892915
1,1,0.7983532054676465
1,1,0.8710814205257776
1,1,0.9904176271168071
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9899507299063643
1,1,0.9962296865190774
1,1,0.9552479196900908
1,1,0.7240818466981469
1,1,0.9504473790305618
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9472727528351753
1,1,0.9731544212489087
1,1,0.9494847048271727
1,1,0.8069157309610392
1,1,0.8304773977525008
1,0,0.1699413763603136
1,1,0.9973438755740466
1,1,0.7184829592230484
1,0,0.1699413763603136
1,0,0.31681607078237234
1,1,0.995946983240147
1,1,0.9999911938326689
1,1,0.8834106156648588
1,1,0.9297511109579346
1,0,0.1699413763603136
1,1,0.98851710674201
1,1,0.9693655587755452
1,0,0.1699413763603136
1,1,0.7716258549170675
1,1,0.9481704233124402
1,0,0.1699413763603136
1,1,0.9950580991502376
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9999973219031523
1,1,0.9859279970464534
1,1,0.8333896724948159
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9790260630616332
1,1,0.9621945547141072
1,1,0.9955384045399204
1,1,0.9950880096531454
1,0,0.1699413763603136
1,1,0.8937291004990368
1,1,0.6636845426635378
1,1,0.9332619993798218
1,1,0.9934139179415014
1,0,0.1699413763603136
1,1,0.9250334629068582
1,1,0.5
1,0,0.1699413763603136
1,1,0.9521284203306865
1,1,0.6714473285795942
1,1,0.9899681184727875
1,0,0.1699413763603136
1,1,0.6350831641082649
1,1,0.9869671264243914
1,1,0.9821579392527092
1,1,0.9722272410302365
1,1,0.9669141678332974
1,0,0.1699413763603136
1,1,0.9839132449855813
1,1,0.9673291729323996
1,0,0.1699413763603136
1,1,0.958586142353492
1,1,0.8572873799931907
1,0,0.1699413763603136
1,1,0.9999834534893763
1,1,0.9999920589766641
1,1,0.7498812232897281
1,1,0.9440561019699713
1,1,0.9767394395930689
1,1,0.9348204117468827
1,1,0.8301563716093936
1,0,0.1699413763603136
1,1,0.9894956279487803
1,1,0.8231039217546526
1,1,0.983148736988942
1,1,0.6688376114009601
1,1,0.9425003136869253
1,1,0.9470746637911233
1,1,0.7508702982943632
1,1,0.9463222818350789
1,1,0.8961629141061398
1,1,0.9799970470791765
1,1,0.9262064146225387
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9999995674954417
1,1,0.9999883455980948
1,1,0.8978993832712767
1,1,0.952602877352548
1,1,0.9704337270592697
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9933822593392587
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9900023219034355
1,1,0.6954881834478281
1,0,0.1699413763603136
1,1,0.9999941247392864
1,0,0.1699413763603136
1,1,0.96630450485613
1,1,0.9999864329983453
1,1,0.5055243779026941
1,1,0.9865590462000801
1,1,0.9214370910819898
1,1,0.9681384691185053
1,0,0.1699413763603136
1,1,0.999987962007323
1,1,0.9999984756506212
1,1,0.9745566594925892
1,1,0.985108644566314
1,1,0.9849960114734626
1,1,0.9553046369180446
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.956311583651074
1,1,0.9192014242718561
1,1,0.7443144599005602
1,1,0.6784027522045037
1,1,0.9653241161814649
1,1,0.7740851834511286
1,0,0.1699413763603136
1,0,0.34588870054673493
1,1,0.8481476553245634
1,1,0.4807736744700687
1,1,0.5689698732810693
1,1,0.9752787855118922
1,0,0.1699413763603136
1,1,0.9852395234288872
1,0,0.1699413763603136
1,1,0.9677369340285181
1,1,0.749927003627744
1,1,0.9999988673215674
1,0,0.1699413763603136
1,1,0.9657907227833351
1,1,0.7811961101640107
1,0,0.1699413763603136
1,1,0.9999926861863051
1,0,0.1699413763603136
1,1,0.9900926442974525
1,1,0.9925985538651394
1,1,0.6940184248880452
1,1,0.95543742775573
1,1,0.9484176742638912
1,1,0.9798194994685033
1,1,0.8939140885337834
1,1,0.9683176517537148
1,1,0.9279743574417392
1,1,0.9406363364075989
1,1,0.9737899682321574
1,0,0.1699413763603136
1,1,0.8695100729850607
1,1,0.9344866227449206
1,1,0.9410038878163657
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9096824319379218
1,1,0.9398396721024891
1,1,0.8407272569837997
1,1,0.7038072417146116
1,1,0.9715851890981313
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9168008717571662
1,0,0.1699413763603136
1,1,0.9999979125931701
1,1,0.8455266581226688
1,1,0.7432661931369119
1,1,0.9817150917895012
1,1,0.9049663318521055
1,1,0.9784987016794803
1,1,0.9652354052094323
1,1,0.9869471397149443
1,1,0.9799542343125859
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9966836974014464
1,1,0.9670466209785592
1,1,0.9581274377443294
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.6337388950451485
1,0,0.1699413763603136
1,1,0.994204014422238
1,0,0.1699413763603136
1,1,0.9797926762500215
1,1,0.9402800646215836
1,1,0.8419398683683067
1,1,0.8884893486830038
1,0,0.302678895376531
1,1,0.9999941333090925
1,1,0.9930577505685468
1,1,0.9841389061642537
1,1,0.9856316776056229
1,1,0.967132357207724
1,1,0.9468548636320092
1,1,0.9165376345265632
1,1,0.8652842461069564
1,0,0.1699413763603136
1,1,0.9556395568711871
1,1,0.9999983489655155
1,1,0.9816800897205841
1,0,0.1699413763603136
1,1,0.9530114902031586
1,1,0.9179491174469876
1,1,0.7418547874916697
1,1,0.8977572803332966
1,0,0.1699413763603136
1,1,0.9894806840331182
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9921400026797692
1,1,0.9667808751543272
1,1,0.9583776247962995
1,1,0.9974751828171173
1,1,0.5656658210730855
1,1,0.9531172635074796
1,1,0.995992540941188
1,1,0.9999833411354007
1,0,0.1699413763603136
1,1,0.5
1,1,0.5379013042308213
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9170928738610244
1,1,0.9999955472232511
1,1,0.9872478429212396
1,0,0.1699413763603136
1,1,0.9926330232310833
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9537951389507267
1,1,0.916119016787892
1,1,0.9628588086061484
1,1,0.9999961713304552
1,1,0.7387935598001363
1,1,0.949572423368711
1,1,0.9218358982190734
1,1,0.5926439479025826
1,0,0.1315922769216053
1,1,0.9906129085156379
1,1,0.9387366265158553
1,1,0.9999885096600493
1,0,0.19091990225281238
1,0,0.1699413763603136
1,1,0.9941590962405191
1,1,0.4693767341401937
1,0,0.1699413763603136
1,1,0.9126186343344155
1,1,0.9844394667302111
1,1,0.9796059223598
1,0,0.43109858502660764
1,1,0.9999828590141158
1,1,0.9420031740184013
1,1,0.9350678255650315
1,1,0.8364353574657055
1,1,0.6397901452248747
1,0,0.1699413763603136
1,1,0.9894457829646979
1,1,0.9557545154617934
1,1,0.9379259298378467
1,1,0.9650328728327914
1,1,0.9860171016398025
1,1,0.8715244956781559
1,0,0.1699413763603136
1,1,0.9561540006567543
1,0,0.1699413763603136
1,1,0.7054233713141854
1,1,0.9948452897400679
1,1,0.648346351566893
1,1,0.8965588277280676
1,1,0.8723781000138919
1,1,0.889234122897502
1,1,0.9437915411668067
1,1,0.9999819754446045
1,1,0.9757335584114641
1,0,0.1699413763603136
1,1,0.9754456174560879
1,1,0.9355143588283924
1,1,0.9727615891071734
1,0,0.1699413763603136
1,1,0.9419665427049313
1,0,0.1699413763603136
1,1,0.999990797975717
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9817553980156879
1,1,0.8311694714560847
1,1,0.8154544458334398
1,1,0.9999939898743025
1,0,0.19787433248512726
1,0,0.1699413763603136
1,1,0.9796490261928248
1,1,0.9999969834513969
1,1,0.9863331637447695
1,1,0.9959262613797654
1,1,0.9488191756768117
1,0,0.1699413763603136
1,1,0.9967758330967261
1,1,0.9654134121621645
1,0,0.29561722435317156
1,1,0.9911001280162992
1,0,0.1699413763603136
1,1,0.986591632327657
1,1,0.5754985638076959
1,1,0.9821314175362953
1,0,0.1699413763603136
1,1,0.980838008942218
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.8980371521684694
1,1,0.739655327781852
1,0,0.1699413763603136
1,1,0.995381986851939
1,1,0.9772357099258261
1,0,0.1699413763603136
1,0,0.03108167334654956
1,1,0.9893755584787453
1,1,0.8874003101495854
1,1,0.9506153016513276
1,1,0.4677974736223894
1,0,0.1699413763603136
1,1,0.8509732658418946
1,0,0.1699413763603136
1,1,0.9333950035804499
1,1,0.9894229911431552
1,1,0.9041954476374374
1,1,0.6197751992372319
1,1,0.9694377536725566
1,1,0.9739012004935771
1,1,0.9811134928456129
1,0,0.1699413763603136
1,1,0.996199229667909
1,1,0.8897178506404598
1,0,0.1699413763603136
1,1,0.9536270534919293
1,1,0.9800180436773448
1,0,0.37595566050235213
1,1,0.906398999598536
1,0,0.1699413763603136
1,1,0.941497628350588
1,1,0.9545340663862327
1,1,0.9637082225826926
1,1,0.8865503871696527
1,0,0.1699413763603136
1,1,0.5721507993151187
1,1,0.5
1,0,0.1699413763603136
1,1,0.9963698822237551
1,1,0.8022422711487965
1,1,0.9999875683291382
1,1,0.9999983923715903
1,0,0.1699413763603136
1,1,0.9128689958005712
1,0,0.1699413763603136
1,1,0.9999956363685296
1,1,0.8939482616199561
1,1,0.7388617018095336
1,1,0.975037557070666
1,1,0.9811464233159892
1,1,0.9626242797137066
1,1,0.9881892754786004
1,1,0.9999968487936924
1,1,0.9973175570414513
1,1,0.996488217985664
1,1,0.9965197364403728
1,1,0.9097540808098408
1,0,0.1699413763603136
1,1,0.8436301927759444
1,1,0.990431460693046
1,1,0.971820374847175
1,1,0.9969715830650143
1,1,0.8930467400586458
1,1,0.9767550365249938
1,1,0.6471389173727965
1,1,0.8601770105110409
1,1,0.9336540554732228
1,1,0.8387974485656906
1,1,0.9184494929907739
1,1,0.9999992305409384
1,1,0.6423863474691045
1,1,0.9831456918373328
1,1,0.9999947930077943
1,0,0.1699413763603136
1,1,0.9972688005864265
1,1,0.9999977695420706
1,1,0.9631207680585299
1,1,0.9691336413355125
1,1,0.9599431625941018
1,1,0.9912821058002957
1,1,0.928931300495579
1,0,0.1699413763603136
1,1,0.7685669288441999
1,0,0.13639219099322214
1,0,0.11679448935035314
1,0,0.1699413763603136
1,1,0.9856976874377958
1,0,0.1699413763603136
1,1,0.7957967891010942
1,1,0.9968842760098905
1,1,0.9680311532127865
1,1,0.9396564109696575
1,0,0.1699413763603136
1,1,0.9927998171085115
1,1,0.5665507476100204
1,0,0.1699413763603136
1,1,0.6708148802621787
1,1,0.9815222473163804
1,1,0.9854121546164881
1,0,0.1699413763603136
1,1,0.923122975451957
1,1,0.99998181888713
1,1,0.9840299936010777
1,1,0.9609028789918458
1,1,0.9999912701934491
1,1,0.707267345091653
1,0,0.1699413763603136
1,1,0.7219264160889328
1,1,0.9309297440144169
1,1,0.5330843572234887
1,1,0.9999882480713749
1,1,0.8946399536141707
1,1,0.9973138040580175
1,1,0.9230159123140655
1,0,0.1699413763603136
1,1,0.9319594229674377
1,1,0.9029436498214933
1,0,0.26795205090379176
1,1,0.9626884737751192
1,1,0.9502424891110346
1,1,0.9490609080358443
1,1,0.9903329647134945
1,1,0.9972708337659667
1,1,0.9425849445796455
1,1,0.9999858378281274
1,1,0.9913844754329405
1,1,0.9532439235850297
1,1,0.9933673922400688
1,1,0.8254056603241532
1,1,0.9637763736605329
1,1,0.9399380338681982
1,1,0.9962583409373269
1,1,0.9908766151842714
1,1,0.9816400296898149
1,1,0.9967158444363377
1,1,0.9741006586600628
1,0,0.20201211556729945
1,1,0.9936856413480992
1,1,0.9530579433320759
1,1,0.9301784357220544
1,1,0.9487118416008815
1,1,0.4562230807073121
1,1,0.9406527435950793
1,1,0.9572688061385571
1,0,0.1699413763603136
1,1,0.9999994456296296
1,1,0.9668733074933763
1,1,0.9715365377801821
1,1,0.972938760066911
1,1,0.9467827773522355
1,1,0.9999917863998942
1,0,0.3342756330978175
1,0,0.3714825004168255
1,1,0.9901476750266697
1,1,0.9965337385852644
1,0,0.1699413763603136
1,1,0.9999933980898363
1,1,0.5673272290928696
1,0,0.1699413763603136
1,1,0.7391284007586717
1,1,0.849465170440803
1,0,0.1699413763603136
1,1,0.9999913023011925
1,1,0.7677552826592122
1,1,0.9626145095807982
1,1,0.9867299301198865
1,1,0.9999857239979347
1,1,0.9886518872963336
1,1,0.9943771200724092
1,1,0.9472574044059662
1,1,0.9906824437417753
1,1,0.6927871277970409
1,1,0.9960902081439768
1,1,0.9395196811693778
1,1,0.9939367738022602
1,1,0.9945901168880135
1,1,0.6448485225862164
1,1,0.9798527085767545
1,1,0.88248968409518
1,1,0.8611998978759241
1,0,0.1699413763603136
1,1,0.956605915775777
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.915352608970201
1,0,0.39334015221269936
1,1,0.6120445533887889
1,1,0.9928630637905768
1,1,0.9999866916593081
1,1,0.9782585103299569
1,0,0.1699413763603136
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.8805204856745696
1,0,0.1699413763603136
1,1,0.6163541142525992
1,1,0.9720148334046463
1,1,0.9333349752078396
1,1,0.9158426574350602
1,1,0.9432658538658739
1,0,0.1534720814714173
1,0,0.1699413763603136
1,1,0.5529676605904408
1,1,0.8724351923010621
1,1,0.9029245464838266
1,1,0.883527861513321
1,1,0.9730222285172543
1,1,0.9869194525491617
1,1,0.9836688383121118
1,1,0.6519621050717003
1,1,0.9727696823518277
1,1,0.9612120453470201
1,1,0.6376210121128945
1,1,0.9819201487146619
1,0,0.1699413763603136
1,1,0.9457339966529356
1,1,0.9326836005415479
1,1,0.999999167104536
1,1,0.49283193042568796
1,1,0.9391044552667006
1,1,0.992772161293507
1,1,0.9674441043428449
1,1,0.903295712068667
1,1,0.9863072543299494
1,1,0.9972244666918347
1,1,0.9849938861875444
1,0,0.1699413763603136
1,1,0.9407811218743986
1,1,0.7953896457252532
1,1,0.6855718101496183
1,1,0.9999959470197972
1,0,0.1699413763603136
1,1,0.9999977165085541
1,1,0.9445059660955263
1,1,0.9938382773311223
1,1,0.9566499105577106
1,0,0.1699413763603136
1,1,0.878389554728546
1,1,0.9999996356934661
1,1,0.9502886280745341
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9930101857552958
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.8953638528767089
1,1,0.9420392736065574
1,1,0.9365097317653871
1,0,0.35960511951384505
1,1,0.9867201036842763
1,1,0.9399441417142188
1,1,0.9928453969870722
1,1,0.9999984064001118
1,1,0.9693506805165183
1,1,0.6864800926469509
1,1,0.9964084015098336
1,1,0.9602162725813934
1,1,0.9973972168367159
1,0,0.1699413763603136
1,1,0.9849406689106686
1,1,0.9723975833967268
1,1,0.990130495909832
1,1,0.9723757390109794
1,1,0.999995426015721
1,1,0.9306970567788887
1,1,0.9670068896393887
1,0,0.1699413763603136
1,1,0.965701990959183
1,1,0.8561155471202072
1,1,0.9877093599661545
1,1,0.9128204510746696
1,1,0.9244814354581083
1,1,0.9709467961223662
1,1,0.9889323202034983
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9329838319387862
1,1,0.9946971730961055
1,1,0.8922994763452924
1,0,0.1699413763603136
1,1,0.688674775045129
1,1,0.9385749900920246
1,1,0.857498349279535
1,1,0.9763583930555475
1,1,0.9749552431942969
1,1,0.976094385398966
1,1,0.9679708749737825
1,1,0.9866523676313604
1,1,0.9468360973983282
1,1,0.9838403870978126
1,1,0.9243141390494825
1,1,0.95667932891218
1,1,0.9742169982849527
1,1,0.8114812683136485
1,0,0.1699413763603136
1,1,0.9533599567693904
1,1,0.8246371881383346
1,0,0.42977138425190775
1,0,0.1699413763603136
1,1,0.9999884139840421
1,1,0.9763864570653925
1,0,0.1699413763603136
1,1,0.8531093882178675
1,1,0.9526181140893877
1,1,0.6379649762993037
1,0,0.4314221279356107
1,0,0.1699413763603136
1,1,0.9525130434764815
1,0,0.17139477166487063
1,1,0.963309473581941
1,1,0.9999953339227261
1,1,0.9753321316240754
1,1,0.5189215206018812
1,1,0.9999919360651801
1,1,0.7183205584419075
1,1,0.8566116634413538
1,1,0.9743273840190702
1,1,0.98145139691706
1,0,0.1699413763603136
1,1,0.9568565552797672
1,1,0.9999992799439165
1,0,0.1699413763603136
1,1,0.7655288014356865
1,1,0.84761689864514
1,1,0.9733078032941064
1,1,0.6434222234982765
1,1,0.9463352828921721
1,1,0.999986832283178
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9369770956966978
1,1,0.9999903228902924
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9999990654448448
1,0,0.1699413763603136
1,1,0.9971747212649057
1,0,0.1699413763603136
1,0,0.1701843651635628
1,1,0.948612296305107
1,1,0.9479612806172755
1,1,0.9737055484066305
1,1,0.5672351473790496
1,1,0.9999989809579043
1,0,0.1699413763603136
1,1,0.9684101790354386
1,1,0.9919931732846002
1,0,0.3435115518712919
1,1,0.742625908935906
1,1,0.9954155156191448
1,0,0.1699413763603136
1,1,0.9887467597678249
1,0,0.1699413763603136
1,1,0.9566725902841288
1,1,0.9145337488678894
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.993634869163205
1,1,0.9450301533769785
1,0,0.1699413763603136
1,1,0.9602897642461301
1,0,0.1699413763603136
1,1,0.9115879485966119
1,1,0.9433660335703302
1,0,0.1699413763603136
1,1,0.8460738033605468
1,1,0.9687776009413483
1,1,0.990952606101406
1,0,0.1699413763603136
1,1,0.9960288353470199
1,1,0.9973666413836324
1,0,0.1699413763603136
1,1,0.999999339707718
1,1,0.9046275478133776
1,1,0.9785695858439759
1,1,0.916589533711454
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9757840475368856
1,1,0.9999979998135662
1,1,0.6747801699616708
1,1,0.9318846769965774
1,1,0.9904137662310809
1,0,0.1699413763603136
1,1,0.9865825251755418
1,1,0.9698703468094824
1,0,0.1699413763603136
1,1,0.9897365922271714
1,0,0.1699413763603136
1,1,0.999996214615644
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9929948040911489
1,0,0.1699413763603136
1,1,0.9999945672108137
1,1,0.9999883609315445
1,1,0.7389225948057807
1,1,0.9451716322753639
1,1,0.9431521731443143
1,1,0.9197931527828614
1,0,0.1538934333384818
1,1,0.9658896541424642
1,1,0.971240795187831
1,1,0.8708142117133073
1,1,0.9592334095079095
1,1,0.9733079422369261
1,1,0.5258434624248266
1,1,0.979924846655175
1,1,0.9820024305157007
1,0,0.1699413763603136
1,1,0.9958625710707053
1,1,0.9936342713429898
1,1,0.9941918997941652
1,1,0.9844132690275181
1,1,0.9645354457397638
1,1,0.6976015196910302
1,1,0.9940582354740606
1,0,0.1699413763603136
1,1,0.9967170365695255
1,0,0.1699413763603136
1,1,0.9622961165949743
1,0,0.1699413763603136
1,0,0.20270061941710452
1,1,0.9492283209068539
1,1,0.863652007539419
1,1,0.9404013844745835
1,1,0.9659423711692443
1,1,0.9786505745064774
1,0,0.4494392125112711
1,1,0.9879510415518448
1,1,0.9848798941235258
1,1,0.840277491350214
1,1,0.9881702969054559
1,1,0.5926824725116699
1,0,0.1699413763603136
1,1,0.9377182321111697
1,0,0.1699413763603136
1,1,0.9793350177774898
1,1,0.9931082016577126
1,0,0.1699413763603136
1,1,0.8752501921850674
1,0,0.13563349012301834
1,0,0.1699413763603136
1,1,0.9718918256465833
1,0,0.1699413763603136
1,1,0.95517630657223
1,1,0.919384041559525
1,1,0.793205893352576
1,0,0.1699413763603136
1,1,0.861210387800362
1,1,0.9773643357102852
1,0,0.1699413763603136
1,1,0.8531804261231268
1,1,0.8782058940396855
1,1,0.9896627966557184
1,1,0.9652434271777446
1,1,0.940505581223321
1,0,0.1699413763603136
1,1,0.9110092658468472
1,1,0.5975230436077287
1,1,0.8242945271963495
1,1,0.9421428687659752
1,1,0.9549040678646131
1,1,0.9384715324343159
1,0,0.1699413763603136
1,1,0.7815266076160367
1,1,0.9941825615485239
1,1,0.987791989190456
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.8978985493013457
1,1,0.9999911819730546
1,1,0.9867167714729762
1,1,0.8700370003887901
1,0,0.1699413763603136
1,1,0.9758309993308834
1,1,0.9140271304375139
1,1,0.9843073942363088
1,1,0.5420430685361697
1,1,0.5
1,1,0.7699813052980601
1,1,0.9187224141888645
1,0,0.1699413763603136
1,1,0.9857736305935328
1,0,0.1699413763603136
1,0,0.1699413763603136
1,1,0.9795441732223262
1,1,0.9449052888556414
1,1,0.9818521727261449
1,0,0.1699413763603136
1,1,0.7936822808900157
1,1,0.8226086264406655
1,1,0.9393267352788238
1,1,0.9948926359707267
1,1,0.9922053404017169
1,0,0.1699413763603136
1,1,0.9831960786318417
1,0,0.1699413763603136
1,1,0.9594746583486305
